item_type,item_id,field,old_value,row_count,paper_count,supported_count,example_papers,example_titles,new_value,decision,notes
outcome_category,Addiction,outcome_category,Addiction,63,11,49,paper_020 | paper_039 | paper_041 | paper_058 | paper_073,"Social network games (SNGs) addiction: Psychological dimensions and impacts on life quality and society | Loot boxes are gambling-like elements in video games with harmful potential: Results from a large-scale population survey | Research paper Depression, anxiety, and stress in young adult gamers and their relationship with addictive behaviors: A latent profile analysis",,,
outcome_category,game_level_claim,outcome_category,game_level_claim,18,9,3,paper_005 | paper_130 | paper_150 | paper_164 | paper_200,Techno-dependencies in video games production: A Chilean case study | Unfair play? Video games as exploitative monetized services: An examination of game patents from a consumer protection perspective | ‘‘It’s a terrible choice to make but also a necessary one’’: Exploring player experiences with moral decision making mechanics in video games,,,
outcome_category,physiological,outcome_category,physiological,78,5,65,paper_027 | paper_112 | paper_162 | paper_230 | paper_288,"Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior | Violent video game effects on salivary cortisol, arousal, and aggressive thoughts in children | Self-reported playing preferences resonate with emotion-related physiological reactions during playing and watching of first-person shooter videogames",,,
outcome_category,Cognitive,outcome_category,Cognitive,24,5,13,paper_142 | paper_169 | paper_187 | paper_262 | paper_297,Effects of reward and punishment in prosocial video games on attentional bias and prosocial behaviors | The impact of narratives and active video games on long-term moderate-to- vigorous physical activity: A randomized controlled trial protocol | VS-Games 2012 doi: 10.1016/j.procs.2012.10.073 Virtual Worlds for Serious Applications (VS-GAMES'12) Evaluation of simulation games for teaching engineering and manufacturing,,,
outcome_category,measured_outcome,outcome_category,measured_outcome,19,5,9,paper_005 | paper_165 | paper_181 | paper_207 | paper_232,Techno-dependencies in video games production: A Chilean case study | Inclusive simulation game development to enhance Florida research and management: Cedar Key oyster fishery | Procedia - Social and Behavioral Sciences 82 ( 2013 ) 933 – 941,,,
outcome_category,Motivation,outcome_category,Motivation,16,5,16,paper_062 | paper_065 | paper_122 | paper_183 | paper_297,The effects of computer games on primary school students’ achievement and motivation in geography learning | The effect of simulation games on the learning of computational problem solving | Do coping strategies moderate the relationship between escapism and negative gaming outcomes in World of Warcraft (MMORPG) players?,,,
outcome_category,mechanic_level_claim,outcome_category,mechanic_level_claim,9,5,0,paper_130 | paper_150 | paper_164 | paper_200 | paper_207,Unfair play? Video games as exploitative monetized services: An examination of game patents from a consumer protection perspective | ‘‘It’s a terrible choice to make but also a necessary one’’: Exploring player experiences with moral decision making mechanics in video games | Improving serious games by crowdsourcing feedback from the STEAM online gaming community,,,
outcome_category,behavioral_performance,outcome_category,behavioral_performance,58,4,43,paper_037 | paper_056 | paper_225 | paper_272,"Can we reliably measure the general factor of intelligence (g) through commercial video games? Yes, we can! | High-skilled first-person shooting game players have specific frontal lobe activity: Power spectrum analysis in an electroencephalogram study | Video game players have improved decision-making abilities and enhanced brain activities",,,
outcome_category,cognitive,outcome_category,cognitive,21,4,18,paper_011 | paper_112 | paper_119 | paper_230,"Gaming for peace: Virtual contact through cooperative video gaming increases children's intergroup tolerance in the context of the Israeli–Palestinian conflict | Violent video game effects on salivary cortisol, arousal, and aggressive thoughts in children | Use of military-themed ﬁrst-person shooter games and militarism: An investigation of two potential facilitating mechanisms",,,
outcome_category,Technological,outcome_category,Technological,11,4,9,paper_076 | paper_080 | paper_176 | paper_239,Effectiveness of digital games in producing environmentally friendly attitudes and behaviors: A mixed methods study | Using a serious game to communicate risk and minimize psychological distance regarding environmental pollution | Adaptive virtual reality horror games based on Machine learning and player modeling,,,
outcome_category,association,outcome_category,association,9,4,9,paper_012 | paper_059 | paper_236 | paper_301,"Gaming disorder test: Assessing psychometric properties, prevalence, temporal stability, and invariance using a Czech two-time-point longitudinal sample | 1-s2.0-S0306460319303910-main | Vol.:(0123456789) The Journal of Primary Prevention (2021) 42:183–201",,,
outcome_category,cognitive_performance,outcome_category,cognitive_performance,67,3,67,paper_166 | paper_279 | paper_300,This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). Do action video games make safer drivers? The effects of video game experience on simulated driving performance | Effects of video-game play on information processing: A meta-analytic investigation | Playing a Video Game and Learning to Think: What’s the Connection?,,,
outcome_category,Performance,outcome_category,Performance,24,3,24,paper_174 | paper_265 | paper_297,Does playing video games improve laparoscopic skills? | Video-game-assisted physiotherapeutic scoliosis-specific exercises for idiopathic scoliosis: case series and introduction of a new tool to increase motivation and precision of exercise performance | Open Access The effect of games and simulations on higher education: a systematic literature review,,,
outcome_category,behavioral_intention,outcome_category,behavioral_intention,17,3,17,paper_023 | paper_032 | paper_033,Gamification of the point of sale using hybrid-reality games: Non-players' negative influence on players' service experience | Role of authenticity in massively multiplayer online role playing games (MMORPGs): Determinants of virtual item purchase intention | Brands in virtual reality games: Affective processes within computer-mediated consumer experiences,,,
outcome_category,Education,outcome_category,Education,14,3,4,paper_077 | paper_243 | paper_289,An examination of teachers’ views on video games and learning: Establishing the Games and Literacy Education (GALE) scale | Vol.:(0123456789) International Review of Education (2020) 66:75–92 | Page 1 of 10 (page number not for citation purposes),,,
outcome_category,affective,outcome_category,affective,13,3,10,paper_011 | paper_091 | paper_121,Gaming for peace: Virtual contact through cooperative video gaming increases children's intergroup tolerance in the context of the Israeli–Palestinian conflict | Let’s play together: Effects of video-game play on intergenerational perceptions among youth and elderly participants | The impact of explicit mental health messages in video games on players’ motivation and affect,,,
outcome_category,engagement,outcome_category,engagement,11,3,3,paper_108 | paper_192 | paper_296,"The relationships between the structural video game characteristics, video game engagement and happiness among individuals who play video games | This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the 5th International Conference on Computer Science and | Open Access Game-based learning and gamification in initial teacher training in the social sciences: an experiment with MinecraftEdu",,,
outcome_category,Anthropometric,outcome_category,Anthropometric,46,2,0,paper_169 | paper_285,"The impact of narratives and active video games on long-term moderate-to- vigorous physical activity: A randomized controlled trial protocol | Active video games as a tool to prevent excessive weight gain in adolescents: rationale, design and methods of a randomized controlled trial",,,
outcome_category,social,outcome_category,social,26,2,26,paper_088 | paper_228,The effects of collective MMORPG (Massively Multiplayer Online Role-Playing Games) play on gamers’ online and ofﬂine social capital | Exploring sociality and engagement in play through game-control distribution,,,
outcome_category,game_claim,outcome_category,game_claim,23,2,22,paper_100 | paper_171,Strategic thinking in virtual worlds: Studying World of Warcraft | Physiological response during activity programs using Wii-based video games in patients with cystic ﬁbrosis (CF),,,
outcome_category,neurophysiological,outcome_category,neurophysiological,18,2,10,paper_056 | paper_276,High-skilled first-person shooting game players have specific frontal lobe activity: Power spectrum analysis in an electroencephalogram study | The association between chronic exposure to video game violence and affective picture processing: an ERP study,,,
outcome_category,Physical activity,outcome_category,Physical activity,15,2,0,paper_169 | paper_283,The impact of narratives and active video games on long-term moderate-to- vigorous physical activity: A randomized controlled trial protocol | Active video games to promote physical activity in children with cancer: a randomized clinical trial with follow-up,,,
outcome_category,measured,outcome_category,measured,15,2,6,paper_146 | paper_255,Disentangling the Net of Needs Satisfaction and Gaming Disorder | The Substitution Effect of Mobile Games on Console Games: An Empirical Analysis of the Japanese Video Game Industry,,,
outcome_category,Affective,outcome_category,Affective,11,2,8,paper_262 | paper_297,"The impact of video gaming on cognitive functioning of people with schizophrenia (GAME-S): study protocol of a randomised controlled trial Maritta Välimäki1,2,3* | Open Access The effect of games and simulations on higher education: a systematic literature review",,,
outcome_category,reading,outcome_category,reading,11,2,11,paper_141 | paper_158,Enhanced disengagement of auditory attention and phonological skills in action video gamers | Digital game-based spelling intervention for children with spelling deficits: A randomized controlled trial,,,
outcome_category,Engagement,outcome_category,Engagement,10,2,10,paper_063 | paper_297,Investigating the impact of video games on high school students’ engagement and learning about genetics | Open Access The effect of games and simulations on higher education: a systematic literature review,,,
outcome_category,learning,outcome_category,learning,9,2,0,paper_064 | paper_296,World of Warcraft and the impact of game culture and play in an undergraduate game design course | Open Access Game-based learning and gamification in initial teacher training in the social sciences: an experiment with MinecraftEdu,,,
outcome_category,interpretation,outcome_category,interpretation,8,2,0,paper_255 | paper_276,The Substitution Effect of Mobile Games on Console Games: An Empirical Analysis of the Japanese Video Game Industry | The association between chronic exposure to video game violence and affective picture processing: an ERP study,,,
outcome_category,Perception,outcome_category,Perception,6,2,2,paper_101 | paper_223,Serious games for emergency preparedness: Evaluation of an interactive vs. a non-interactive simulation of a terror attack | What do they think and why it matters? Views of administrators and faculty on the use of Massively Multiplayer Online Games for Learning,,,
outcome_category,not_reported,outcome_category,not_reported,6,2,1,paper_163 | paper_258,under the license (http://creativecommons.org/licenses/by-nc-nd/4.0/). Assessing video game narratives: Implications for the assessment of multimodal literacy in ESP | Open Access Do video game interventions improve motor outcomes in children with developmental coordination disorder? A systematic review using the ICF framework,,,
outcome_category,psychometric,outcome_category,psychometric,4,2,3,paper_012 | paper_111,"Gaming disorder test: Assessing psychometric properties, prevalence, temporal stability, and invariance using a Czech two-time-point longitudinal sample | A measure of social behavior in team-based, multiplayer online games: The Sociality in Multiplayer Online Games (SMOG) scale",,,
outcome_category,qualitative_feedback,outcome_category,qualitative_feedback,4,2,1,paper_164 | paper_212,Improving serious games by crowdsourcing feedback from the STEAM online gaming community | Identifying and validating game design elements in serious game guideline for climate change,,,
outcome_category,perception/attitude,outcome_category,perception/attitude,2,2,1,paper_074 | paper_221,Motivation is a game: Massively multiplayer online games as agents of motivation in higher education | Perceptions of adolescents concerning pathological video games use: A qualitative study,,,
outcome_category,Process,outcome_category,Process,60,1,0,paper_285,"Active video games as a tool to prevent excessive weight gain in adolescents: rationale, design and methods of a randomized controlled trial",,,
outcome_category,neuroimaging_dynamic_networks,outcome_category,neuroimaging_dynamic_networks,45,1,30,paper_079,Co-activation patterns during viewing of different video game genres,,,
outcome_category,Attention / Cognitive,outcome_category,Attention / Cognitive,42,1,42,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,,,
outcome_category,Experience effect / Behavioral,outcome_category,Experience effect / Behavioral,42,1,42,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,,,
outcome_category,Learning / Perceptual performance,outcome_category,Learning / Perceptual performance,42,1,42,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,,,
outcome_category,Learning / Transfer,outcome_category,Learning / Transfer,42,1,42,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,,,
outcome_category,Learning interference,outcome_category,Learning interference,42,1,42,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,,,
outcome_category,Perceptual performance,outcome_category,Perceptual performance,42,1,42,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,,,
outcome_category,graduate_attribute,outcome_category,graduate_attribute,42,1,42,paper_071,Video games can develop graduate skills in higher education students: A randomised trial,,,
outcome_category,communication_behavior,outcome_category,communication_behavior,39,1,39,paper_021,Do players communicate differently depending on the champion played?,,,
outcome_category,academic_performance,outcome_category,academic_performance,36,1,36,paper_072,"Context counts: The diﬀerent implications of weekday and weekend video gaming for academic performance in mathematics, reading, and science",,,
outcome_category,Psychological (manipulation check),outcome_category,Psychological (manipulation check),28,1,0,paper_008,FlashReport Media violence and the self: The impact of personalized gaming characters in aggressive video games on aggressive behavior,,,
outcome_category,sales,outcome_category,sales,27,1,27,paper_251,S1174702200893401,,,
outcome_category,subjective_experience,outcome_category,subjective_experience,26,1,26,paper_162,Self-reported playing preferences resonate with emotion-related physiological reactions during playing and watching of first-person shooter videogames,,,
outcome_category,behavioral visual attention,outcome_category,behavioral visual attention,24,1,0,paper_092,The gorilla in the room: The impacts of video-game play on visual attention,,,
outcome_category,correlational association,outcome_category,correlational association,24,1,24,paper_038,Intelligence and video games: Beyond “brain-games”,,,
outcome_category,social_capital,outcome_category,social_capital,24,1,24,paper_096,Underlying factors of social capital acquisition in the context of online-gaming: Comparing World of Warcraft and Counter-Strike,,,
outcome_category,Balance/Mobility,outcome_category,Balance/Mobility,20,1,20,paper_257,Open Access The effects of video game therapy on balance and attention in chronic ambulatory traumatic brain injury: an exploratory study,,,
outcome_category,Biochemical,outcome_category,Biochemical,18,1,0,paper_169,The impact of narratives and active video games on long-term moderate-to- vigorous physical activity: A randomized controlled trial protocol,,,
outcome_category,attention,outcome_category,attention,18,1,18,paper_141,Enhanced disengagement of auditory attention and phonological skills in action video gamers,,,
outcome_category,environmental/collective-action outcome,outcome_category,environmental/collective-action outcome,18,1,18,paper_057,Playing games to save water: Collective action games for groundwater,,,
outcome_category,Attentional control,outcome_category,Attentional control,16,1,16,paper_273,Technology consumption and cognitive control: Contrasting action video game experience with media multitasking Pedro Cardoso-Leite1 & Rachel Kludt2 & Gianluca Vignola1 & Wei Ji Ma3 &,,,
outcome_category,driving_performance,outcome_category,driving_performance,16,1,16,paper_166,This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). Do action video games make safer drivers? The effects of video game experience on simulated driving performance,,,
outcome_category,engagement/motivation,outcome_category,engagement/motivation,16,1,16,paper_296,Open Access Game-based learning and gamification in initial teacher training in the social sciences: an experiment with MinecraftEdu,,,
outcome_category,haptic spatial accuracy,outcome_category,haptic spatial accuracy,16,1,16,paper_229,Influence of action video gaming on spatial representation in the haptic modality,,,
outcome_category,intergroup attitudes,outcome_category,intergroup attitudes,15,1,15,paper_179,The effect of in-game moral choices and NPCs’ identities on players’ intergroup attitudes,,,
outcome_category,latent_factor_relationship,outcome_category,latent_factor_relationship,15,1,15,paper_037,"Can we reliably measure the general factor of intelligence (g) through commercial video games? Yes, we can!",,,
outcome_category,psychometric_assessment,outcome_category,psychometric_assessment,15,1,0,paper_037,"Can we reliably measure the general factor of intelligence (g) through commercial video games? Yes, we can!",,,
outcome_category,Addiction screening / prevalence,outcome_category,Addiction screening / prevalence,12,1,0,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,,,
outcome_category,Eye movement,outcome_category,Eye movement,12,1,12,paper_274,"The influence of action video game playing on eye movement behaviour during visual search in abstract, in-game and natural scenes",,,
outcome_category,attitude_support,outcome_category,attitude_support,12,1,12,paper_236,Vol.:(0123456789) The Journal of Primary Prevention (2021) 42:183–201,,,
outcome_category,communication,outcome_category,communication,12,1,12,paper_096,Underlying factors of social capital acquisition in the context of online-gaming: Comparing World of Warcraft and Counter-Strike,,,
outcome_category,error_rate,outcome_category,error_rate,12,1,12,paper_124,Diﬀerent cognitive abilities displayed by action video gamers and nongamers,,,
outcome_category,perception/attribution,outcome_category,perception/attribution,12,1,0,paper_149,Sexism in esports: How male and female players evaluate each others’ performance and agency✩,,,
outcome_category,performance_metric,outcome_category,performance_metric,12,1,12,paper_155,Co-evolving scenarios and simulated players to locate bugs that arise from the interaction of software models of video games,,,
outcome_category,qualitative,outcome_category,qualitative,12,1,0,paper_125,Does a prosocial decision in video games lead to increased prosocial real-life behavior? The impact of reward and reasoning,,,
outcome_category,reaction_time,outcome_category,reaction_time,12,1,12,paper_124,Diﬀerent cognitive abilities displayed by action video gamers and nongamers,,,
outcome_category,spatial ability - mental rotation,outcome_category,spatial ability - mental rotation,12,1,12,paper_227,The cognitive eﬀects of playing video games with a navigational component,,,
outcome_category,spatial ability - perspective taking,outcome_category,spatial ability - perspective taking,12,1,12,paper_227,The cognitive eﬀects of playing video games with a navigational component,,,
outcome_category,surgical_task_performance,outcome_category,surgical_task_performance,12,1,12,paper_015,Can video games enhance surgical skills acquisition for medical students? A systematic review,,,
outcome_category,Behavioral / Adherence,outcome_category,Behavioral / Adherence,11,1,11,paper_171,Physiological response during activity programs using Wii-based video games in patients with cystic ﬁbrosis (CF),,,
outcome_category,Symptom / Physiological response,outcome_category,Symptom / Physiological response,11,1,11,paper_171,Physiological response during activity programs using Wii-based video games in patients with cystic ﬁbrosis (CF),,,
outcome_category,Adverse events,outcome_category,Adverse events,10,1,0,paper_285,"Active video games as a tool to prevent excessive weight gain in adolescents: rationale, design and methods of a randomized controlled trial",,,
outcome_category,Attention / Neurocognitive,outcome_category,Attention / Neurocognitive,10,1,10,paper_257,Open Access The effects of video game therapy on balance and attention in chronic ambulatory traumatic brain injury: an exploratory study,,,
outcome_category,Balance,outcome_category,Balance,10,1,0,paper_257,Open Access The effects of video game therapy on balance and attention in chronic ambulatory traumatic brain injury: an exploratory study,,,
outcome_category,Behavioral / Social,outcome_category,Behavioral / Social,10,1,10,paper_036,Effectiveness of serious games in social skills training to autistic individuals: A systematic review,,,
outcome_category,Behavioral adherence,outcome_category,Behavioral adherence,10,1,10,paper_248,Open Access A usability study of a multicomponent video game-based training for older adults,,,
outcome_category,Dietary,outcome_category,Dietary,10,1,0,paper_285,"Active video games as a tool to prevent excessive weight gain in adolescents: rationale, design and methods of a randomized controlled trial",,,
outcome_category,Education / Intervention effectiveness,outcome_category,Education / Intervention effectiveness,10,1,10,paper_036,Effectiveness of serious games in social skills training to autistic individuals: A systematic review,,,
outcome_category,Knowledge retention,outcome_category,Knowledge retention,10,1,10,paper_286,Open Access Computer game-based and traditional learning method: a comparison regarding students’ knowledge retention,,,
outcome_category,Meta-analytic summary (count),outcome_category,Meta-analytic summary (count),10,1,10,paper_036,Effectiveness of serious games in social skills training to autistic individuals: A systematic review,,,
outcome_category,Mobility/Functional mobility,outcome_category,Mobility/Functional mobility,10,1,10,paper_257,Open Access The effects of video game therapy on balance and attention in chronic ambulatory traumatic brain injury: an exploratory study,,,
outcome_category,Neuro/Cognitive / Social,outcome_category,Neuro/Cognitive / Social,10,1,10,paper_036,Effectiveness of serious games in social skills training to autistic individuals: A systematic review,,,
outcome_category,memory/recognition,outcome_category,memory/recognition,10,1,10,paper_275,Nothing else matters: Video games create sustained attentional selection away from task-irrelevant features,,,
outcome_category,neurophysiological-behavioral_association,outcome_category,neurophysiological-behavioral_association,10,1,10,paper_056,High-skilled first-person shooting game players have specific frontal lobe activity: Power spectrum analysis in an electroencephalogram study,,,
outcome_category,skill performance,outcome_category,skill performance,10,1,0,paper_307,Training basic laparoscopic skills using a custom-made video game,,,
outcome_category,validity / association,outcome_category,validity / association,10,1,10,paper_307,Training basic laparoscopic skills using a custom-made video game,,,
outcome_category,Consumption,outcome_category,Consumption,9,1,9,paper_046,The influence of location-based games on traditional entertainment products,,,
outcome_category,Measurement protocol,outcome_category,Measurement protocol,9,1,0,paper_283,Active video games to promote physical activity in children with cancer: a randomized clinical trial with follow-up,,,
outcome_category,Metabolic / physiological,outcome_category,Metabolic / physiological,9,1,0,paper_283,Active video games to promote physical activity in children with cancer: a randomized clinical trial with follow-up,,,
outcome_category,Motor function,outcome_category,Motor function,9,1,0,paper_283,Active video games to promote physical activity in children with cancer: a randomized clinical trial with follow-up,,,
outcome_category,Perception / preference,outcome_category,Perception / preference,9,1,0,paper_283,Active video games to promote physical activity in children with cancer: a randomized clinical trial with follow-up,,,
outcome_category,Sedentary behavior,outcome_category,Sedentary behavior,9,1,0,paper_283,Active video games to promote physical activity in children with cancer: a randomized clinical trial with follow-up,,,
outcome_category,Study implementation,outcome_category,Study implementation,9,1,0,paper_266,Cognitive-behavioral intervention via interactive multimedia online video game for active aging: study protocol for a randomized controlled trial,,,
outcome_category,Symptom / fatigue,outcome_category,Symptom / fatigue,9,1,0,paper_283,Active video games to promote physical activity in children with cancer: a randomized clinical trial with follow-up,,,
outcome_category,academic achievement,outcome_category,academic achievement,9,1,9,paper_061,Beyond Nintendo: design and assessment of educational video games for ﬁrst and second grade students,,,
outcome_category,associative_relation,outcome_category,associative_relation,9,1,9,paper_141,Enhanced disengagement of auditory attention and phonological skills in action video gamers,,,
outcome_category,behavioral outcome,outcome_category,behavioral outcome,9,1,9,paper_057,Playing games to save water: Collective action games for groundwater,,,
outcome_category,behavioral/collective-action outcome,outcome_category,behavioral/collective-action outcome,9,1,9,paper_057,Playing games to save water: Collective action games for groundwater,,,
outcome_category,governance outcome,outcome_category,governance outcome,9,1,9,paper_057,Playing games to save water: Collective action games for groundwater,,,
outcome_category,phonological_skill,outcome_category,phonological_skill,9,1,9,paper_141,Enhanced disengagement of auditory attention and phonological skills in action video gamers,,,
outcome_category,working_memory,outcome_category,working_memory,9,1,9,paper_141,Enhanced disengagement of auditory attention and phonological skills in action video gamers,,,
outcome_category,Attentional control (moderation),outcome_category,Attentional control (moderation),8,1,8,paper_273,Technology consumption and cognitive control: Contrasting action video game experience with media multitasking Pedro Cardoso-Leite1 & Rachel Kludt2 & Gianluca Vignola1 & Wei Ji Ma3 &,,,
outcome_category,Behavioral/Medical,outcome_category,Behavioral/Medical,8,1,8,paper_003,Interactive video games to reduce paediatric procedural pain and anxiety: a systematic review and meta-analysis,,,
outcome_category,Behavioural,outcome_category,Behavioural,8,1,8,paper_297,Open Access The effect of games and simulations on higher education: a systematic literature review,,,
outcome_category,Engagement/Motivation,outcome_category,Engagement/Motivation,8,1,8,paper_297,Open Access The effect of games and simulations on higher education: a systematic literature review,,,
outcome_category,Implementation/Acceptability,outcome_category,Implementation/Acceptability,8,1,8,paper_003,Interactive video games to reduce paediatric procedural pain and anxiety: a systematic review and meta-analysis,,,
outcome_category,Pain,outcome_category,Pain,8,1,8,paper_003,Interactive video games to reduce paediatric procedural pain and anxiety: a systematic review and meta-analysis,,,
outcome_category,Physiological/Medical,outcome_category,Physiological/Medical,8,1,8,paper_003,Interactive video games to reduce paediatric procedural pain and anxiety: a systematic review and meta-analysis,,,
outcome_category,Problem solving strategies,outcome_category,Problem solving strategies,8,1,8,paper_065,The effect of simulation games on the learning of computational problem solving,,,
outcome_category,Safety,outcome_category,Safety,8,1,8,paper_003,Interactive video games to reduce paediatric procedural pain and anxiety: a systematic review and meta-analysis,,,
outcome_category,affective_state,outcome_category,affective_state,8,1,8,paper_135,"Winning isn’t everything: The impact of optimally challenging smartphone games on flow, game preference and individuals gaming to escape aversive bored states",,,
outcome_category,behavioral_intent,outcome_category,behavioral_intent,8,1,8,paper_011,Gaming for peace: Virtual contact through cooperative video gaming increases children's intergroup tolerance in the context of the Israeli–Palestinian conflict,,,
outcome_category,brain-behavior_correlation,outcome_category,brain-behavior_correlation,8,1,8,paper_225,Video game players have improved decision-making abilities and enhanced brain activities,,,
outcome_category,functional_connectivity,outcome_category,functional_connectivity,8,1,8,paper_225,Video game players have improved decision-making abilities and enhanced brain activities,,,
outcome_category,learning/innovation,outcome_category,learning/innovation,8,1,8,paper_296,Open Access Game-based learning and gamification in initial teacher training in the social sciences: an experiment with MinecraftEdu,,,
outcome_category,long_term_followup,outcome_category,long_term_followup,8,1,8,paper_011,Gaming for peace: Virtual contact through cooperative video gaming increases children's intergroup tolerance in the context of the Israeli–Palestinian conflict,,,
outcome_category,neural_activity,outcome_category,neural_activity,8,1,8,paper_225,Video game players have improved decision-making abilities and enhanced brain activities,,,
outcome_category,neurophysiological (EEG rhythms),outcome_category,neurophysiological (EEG rhythms),8,1,8,paper_290,Perspective and agency during video gaming influences spatial presence experience and brain activation patterns,,,
outcome_category,physical_activity_objective,outcome_category,physical_activity_objective,8,1,8,paper_287,Page 1 of 5 (page number not for citation purposes),,,
outcome_category,psychological_moderator,outcome_category,psychological_moderator,8,1,8,paper_033,Brands in virtual reality games: Affective processes within computer-mediated consumer experiences,,,
outcome_category,time perception,outcome_category,time perception,8,1,8,paper_306,The Potential Interaction Between Time Perception and Gaming: A Narrative Review,,,
outcome_category,behavioral (response selection/conflict),outcome_category,behavioral (response selection/conflict),7,1,7,paper_281,Action video game training reduces the Simon Effect Claire V. Hutchinson1 & Doug J. K. Barrett1 & Aleksander Nitka1 & Kerry Raynes1 Published online: 4 August 2015,,,
outcome_category,game-level-claim,outcome_category,game-level-claim,7,1,7,paper_232,Discovering optimal strategy in tactical combat scenarios through the evolution of behaviour trees Martin Masek1 · Chiou Peng Lam1 · Luke Kelly1 · Martin Wong2,,,
outcome_category,knowledge,outcome_category,knowledge,7,1,7,paper_053,The effectiveness of serious games designed for infection prevention and promotion of safe behaviors of senior nursing students during the COVID- 19 pandemic,,,
outcome_category,mechanic-level-claim,outcome_category,mechanic-level-claim,7,1,7,paper_232,Discovering optimal strategy in tactical combat scenarios through the evolution of behaviour trees Martin Masek1 · Chiou Peng Lam1 · Luke Kelly1 · Martin Wong2,,,
