paper_id,paper_title,year,doi,study_id,intervention_id,condition_id,condition_type,game_id,game_name,game_match_confidence,mechanic_id,mechanic_name,mechanic_match_confidence,mechanic_set_id,co_mechanics,population_id,population_raw,sample_size,age_range,country,context,duration,study_design,treatment_raw,control_raw,outcome_id,outcome_raw,outcome_canonical,outcome_category,outcome_match_confidence,measurement_id,measurement_raw,measurement_type,measurement_match_confidence,effect_direction,effect_size_raw,effect_size_numeric,effect_metric,p_value,confidence_interval,effect_target_measure,evidence_strength,attribution_level,claim_type,claim_explicitness,source_quote,source_page,page_trace_status,extraction_confidence,is_supported_evidence,edge_weight,review_status,notes
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g04,Wii tennis,needs_review,m002,Movement Control,high,ms_25765,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_006,interpretation: active video games provide light-intensity exercise in community-dwelling older people,light-intensity exercise (interpretation),Interpreted,high,study_1_meas_006,,interpretation,high,positive,,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,found,0.5,True,0.0945,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g04,Wii tennis,needs_review,m004,Gesture Input,high,ms_25765,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_007,interpretation: seated active video game play may provide equivalent benefits to standing play for people unable to stand,equivalence of seated and standing play (interpretation),Interpreted,high,study_1_meas_007,,interpretation,high,positive,,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,found,0.5,True,0.0945,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g04,Wii tennis,needs_review,m013,Sports Simulation,high,ms_25765,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_007,interpretation: seated active video game play may provide equivalent benefits to standing play for people unable to stand,equivalence of seated and standing play (interpretation),Interpreted,high,study_1_meas_007,,interpretation,high,positive,,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,found,0.5,True,0.0945,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g04,Wii tennis,needs_review,m002,Movement Control,high,ms_25765,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_007,interpretation: seated active video game play may provide equivalent benefits to standing play for people unable to stand,equivalence of seated and standing play (interpretation),Interpreted,high,study_1_meas_007,,interpretation,high,positive,,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,found,0.5,True,0.0945,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m004,Gesture Input,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_001,energy expenditure (METs),energy expenditure (METs),Physiological,high,study_1_meas_001,indirect calorimetry; energy expenditure expressed in kilojoules per minute and metabolic equivalents (METs); VˈO2 measured via expired air gas analysis system,physiological_measure,high,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m013,Sports Simulation,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_001,energy expenditure (METs),energy expenditure (METs),Physiological,high,study_1_meas_001,indirect calorimetry; energy expenditure expressed in kilojoules per minute and metabolic equivalents (METs); VˈO2 measured via expired air gas analysis system,physiological_measure,high,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m002,Movement Control,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_001,energy expenditure (METs),energy expenditure (METs),Physiological,high,study_1_meas_001,indirect calorimetry; energy expenditure expressed in kilojoules per minute and metabolic equivalents (METs); VˈO2 measured via expired air gas analysis system,physiological_measure,high,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m004,Gesture Input,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_002,"difference in energy expenditure, activity counts, and perceived exertion between equivalent games played while standing and seated","no significant difference between seated and standing play (energy expenditure, activity counts, perceived exertion)",Physiological,high,study_1_meas_002,indirect calorimetry; Actigraph accelerometers (hip and wrist) for activity counts; Ratings of Perceived Exertion (Borg scale) for perceived exertion,physiological/accelerometry/self_report,high,null,,,,not significant,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m013,Sports Simulation,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_002,"difference in energy expenditure, activity counts, and perceived exertion between equivalent games played while standing and seated","no significant difference between seated and standing play (energy expenditure, activity counts, perceived exertion)",Physiological,high,study_1_meas_002,indirect calorimetry; Actigraph accelerometers (hip and wrist) for activity counts; Ratings of Perceived Exertion (Borg scale) for perceived exertion,physiological/accelerometry/self_report,high,null,,,,not significant,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m002,Movement Control,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_002,"difference in energy expenditure, activity counts, and perceived exertion between equivalent games played while standing and seated","no significant difference between seated and standing play (energy expenditure, activity counts, perceived exertion)",Physiological,high,study_1_meas_002,indirect calorimetry; Actigraph accelerometers (hip and wrist) for activity counts; Ratings of Perceived Exertion (Borg scale) for perceived exertion,physiological/accelerometry/self_report,high,null,,,,not significant,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m004,Gesture Input,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_003,correlation between energy expenditure or activity counts and balance status,no significant correlation between energy expenditure or activity counts and balance status,Physiological,high,study_1_meas_003,"balance assessed using the mini-BESTest, the Activities-speciﬁc Balance Conﬁdence (ABC) Scale, and the Timed Up and Go (TUG); correlations with EE and activity counts assessed",correlational_statistic,high,null,,,,not significant,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m013,Sports Simulation,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_003,correlation between energy expenditure or activity counts and balance status,no significant correlation between energy expenditure or activity counts and balance status,Physiological,high,study_1_meas_003,"balance assessed using the mini-BESTest, the Activities-speciﬁc Balance Conﬁdence (ABC) Scale, and the Timed Up and Go (TUG); correlations with EE and activity counts assessed",correlational_statistic,high,null,,,,not significant,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m002,Movement Control,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_003,correlation between energy expenditure or activity counts and balance status,no significant correlation between energy expenditure or activity counts and balance status,Physiological,high,study_1_meas_003,"balance assessed using the mini-BESTest, the Activities-speciﬁc Balance Conﬁdence (ABC) Scale, and the Timed Up and Go (TUG); correlations with EE and activity counts assessed",correlational_statistic,high,null,,,,not significant,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,found,0.5,True,0.1575,needs_review,
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m004,Gesture Input,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_004,activity counts (accelerometry),activity counts (hip and wrist accelerometers),Physiological,high,study_1_meas_004,two dual-axial accelerometers (Actigraph Model ActiGraph GT1M) worn on the right hip and dominant wrist,accelerometry,high,not_reported,,,,,,,within_subject_experimental,unsupported_or_overgenerated,unsupported_or_overgenerated,absent_or_unsupported,"To quantify movement, participants were instrumented with 2 dual-axial accelerometers (Actigraph Model ActiGraph GT1M) worn on the right hip and dominant wrist.",2,found,0.5,False,0.0,needs_review,Blank effect evidence; excluded from graph weighting.
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m013,Sports Simulation,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_004,activity counts (accelerometry),activity counts (hip and wrist accelerometers),Physiological,high,study_1_meas_004,two dual-axial accelerometers (Actigraph Model ActiGraph GT1M) worn on the right hip and dominant wrist,accelerometry,high,not_reported,,,,,,,within_subject_experimental,unsupported_or_overgenerated,unsupported_or_overgenerated,absent_or_unsupported,"To quantify movement, participants were instrumented with 2 dual-axial accelerometers (Actigraph Model ActiGraph GT1M) worn on the right hip and dominant wrist.",2,found,0.5,False,0.0,needs_review,Blank effect evidence; excluded from graph weighting.
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m002,Movement Control,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_004,activity counts (accelerometry),activity counts (hip and wrist accelerometers),Physiological,high,study_1_meas_004,two dual-axial accelerometers (Actigraph Model ActiGraph GT1M) worn on the right hip and dominant wrist,accelerometry,high,not_reported,,,,,,,within_subject_experimental,unsupported_or_overgenerated,unsupported_or_overgenerated,absent_or_unsupported,"To quantify movement, participants were instrumented with 2 dual-axial accelerometers (Actigraph Model ActiGraph GT1M) worn on the right hip and dominant wrist.",2,found,0.5,False,0.0,needs_review,Blank effect evidence; excluded from graph weighting.
paper_001,"Activity and Energy Expenditure in Older People Playing Active Video Games Lynne M. Taylor, MSc, Ralph Maddison, PhD, Leila A. Pfaefﬂi, MA, Jonathan C. Rawstorn, BSc, Nicholas Gant, PhD, Ngaire M. Kerse, PhD, MBChB",2012,10.1016/j.apmr.2012.03.034,study_1,study_1_int_01,study_1_cond_treatment,treatment,g05,Xbox 360 Kinect,needs_review,m004,Gesture Input,high,ms_74031,Gesture Input|Sports Simulation|Movement Control,pop_001,Community-dwelling adults (N=19) aged 70.7±6.4 years.,19.0,,,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,within_subject_experimental,"Participants played 9 active video games, each for 5 minutes, in random order. Two games (boxing and bowling) were played in both seated and standing positions.","resting oxygen consumption per unit time (VˈO2) was measured while participants rested quietly, positioned supine for 10 minutes. Games were interleaved with 5 minutes of seated rest.",study_1_out_005,perceived exertion (RPE),ratings of perceived exertion (Borg scale 6-20),Physiological,high,study_1_meas_005,"Ratings of Perceived Exertion (RPEs) Scale (Borg scale, range 6-20)",self_report,high,not_reported,,,,,,,within_subject_experimental,unsupported_or_overgenerated,unsupported_or_overgenerated,absent_or_unsupported,We measured self-perceived exercise intensity using the Ratings of Perceived Exertion (RPEs) Scale. The scale ranges from 6 (no exertion at all) to 20 (maximal exertion).,2,found,0.5,False,0.0,needs_review,Blank effect evidence; excluded from graph weighting.
